RaceNumber,FirstName,LastName,Position,Points
134,Красимир,БОШНАКОВ,1,25
15,Мартин,МАРИНОВ,2,22
171,Георги,ПЕТРОВ,3,20
393,Симеон,НЕНКОВ,4,18
189,Красимир,ДИМИТРОВ,5,16
412,Цветан,МИХАЙЛОВ,6,15
217,Данаил,КОСТАДИНОВ,7,14
13,Любомир,СИНЕВ,8,13
