RaceNumber,FirstName,LastName,Position,Points
272,Кристиан,ПЕТРОВ,1,25
112,Станислав,КИРИЛОВ,2,22
13,Любомир,СИНЕВ,3,20
15,Мартин,МАРИНОВ,4,18
134,Красимир,БОШНАКОВ,5,16
393,Симеон,НЕНКОВ,6,15
189,Красимир,ДИМИТРОВ,7,14
