RaceNumber,FirstName,LastName,Position,Points
19,Любомир,ИВАНОВ,1,25
131,Борис,ЧАКЪРОВ,2,22
112,Станислав,КИРИЛОВ,3,20
134,Красимир,БОШНАКОВ,4,18
13,Любомир,СИНЕВ,5,16
15,Мартин,МАРИНОВ,6,15
189,Красимир,ДИМИТРОВ,7,14
915,Байрям,КЪРМАДЖИ,8,13
